source,target,relationship
CUSTOMER::USER0453,ADDRESS::ADDR_01010,address
CUSTOMER::USER0453,PAYMENT::PAY_01010,payment
CUSTOMER::USER0453,IP::10.190.58.228,ip
CUSTOMER::USER0663,DEVICE::DEV_01011,device
CUSTOMER::USER0663,ADDRESS::ADDR_01011,address
CUSTOMER::USER0663,PAYMENT::PAY_01011,payment
CUSTOMER::USER0663,IP::10.187.70.144,ip
CUSTOMER::USER0696,DEVICE::DEV_01012,device
CUSTOMER::USER0696,ADDRESS::ADDR_01012,address
CUSTOMER::USER0696,PAYMENT::PAY_01012,payment
CUSTOMER::USER0696,IP::10.29.26.243,ip
CUSTOMER::USER1120,DEVICE::DEV_01013,device
CUSTOMER::USER1120,ADDRESS::ADDR_01013,address
CUSTOMER::USER1120,PAYMENT::PAY_01013,payment
CUSTOMER::USER1120,IP::10.204.40.72,ip
CUSTOMER::USER1501,DEVICE::DEV_01014,device
CUSTOMER::USER1501,ADDRESS::ADDR_01014,address
CUSTOMER::USER1501,PAYMENT::PAY_01014,payment
CUSTOMER::USER1501,IP::10.51.101.74,ip
CUSTOMER::USER1657,DEVICE::DEV_01015,device
CUSTOMER::USER1657,ADDRESS::ADDR_01015,address
CUSTOMER::USER1657,PAYMENT::PAY_01015,payment
CUSTOMER::USER1657,IP::10.84.135.49,ip
CUSTOMER::USER0065,DEVICE::DEV_01016,device
CUSTOMER::USER0065,ADDRESS::ADDR_01016,address
CUSTOMER::USER0065,PAYMENT::PAY_01016,payment
CUSTOMER::USER0065,IP::10.225.185.194,ip
CUSTOMER::USER1195,DEVICE::DEV_01017,device
CUSTOMER::USER1195,ADDRESS::ADDR_01017,address
CUSTOMER::USER1195,PAYMENT::PAY_01017,payment
CUSTOMER::USER1195,IP::10.44.180.213,ip
CUSTOMER::USER1095,PAYMENT::ABUSE_PAY_006,payment
CUSTOMER::USER1095,IP::10.45.191.91,ip
PAYMENT::ABUSE_PAY_006,CUSTOMER::USER0765,payment
PAYMENT::ABUSE_PAY_006,CUSTOMER::USER1813,payment
CUSTOMER::USER1330,DEVICE::DEV_01019,device
CUSTOMER::USER1330,ADDRESS::ADDR_01019,address
CUSTOMER::USER1330,PAYMENT::PAY_01019,payment
CUSTOMER::USER1330,IP::10.201.122.204,ip
CUSTOMER::USER0606,DEVICE::DEV_01020,device
CUSTOMER::USER0606,ADDRESS::ADDR_01020,address
CUSTOMER::USER0606,PAYMENT::PAY_01020,payment
CUSTOMER::USER0606,IP::10.38.99.70,ip
CUSTOMER::USER1937,DEVICE::DEV_01021,device
CUSTOMER::USER1937,ADDRESS::ADDR_01021,address
CUSTOMER::USER1937,PAYMENT::PAY_01021,payment
CUSTOMER::USER1937,IP::10.64.79.98,ip
CUSTOMER::USER1881,DEVICE::DEV_01022,device
CUSTOMER::USER1881,ADDRESS::ADDR_01022,address
CUSTOMER::USER1881,PAYMENT::PAY_01022,payment
CUSTOMER::USER1881,IP::10.33.180.140,ip
CUSTOMER::USER0724,DEVICE::DEV_01023,device
CUSTOMER::USER0724,ADDRESS::ADDR_01023,address
CUSTOMER::USER0724,PAYMENT::PAY_01023,payment
CUSTOMER::USER0724,IP::10.211.180.38,ip
CUSTOMER::USER0966,DEVICE::DEV_01024,device
CUSTOMER::USER0966,ADDRESS::ADDR_01024,address
CUSTOMER::USER0966,PAYMENT::PAY_01024,payment
CUSTOMER::USER0966,IP::10.18.108.123,ip
CUSTOMER::USER1761,DEVICE::DEV_01025,device
CUSTOMER::USER1761,ADDRESS::ADDR_01025,address
CUSTOMER::USER1761,PAYMENT::PAY_01025,payment
CUSTOMER::USER1761,IP::10.62.199.148,ip
CUSTOMER::USER0177,DEVICE::DEV_01026,device
CUSTOMER::USER0177,ADDRESS::ADDR_01026,address
CUSTOMER::USER0177,PAYMENT::PAY_01026,payment
CUSTOMER::USER0177,IP::10.190.28.208,ip
CUSTOMER::USER1002,DEVICE::DEV_01027,device
CUSTOMER::USER1002,ADDRESS::ADDR_01027,address
CUSTOMER::USER1002,PAYMENT::PAY_01027,payment
CUSTOMER::USER1002,IP::10.53.114.112,ip
CUSTOMER::USER0074,DEVICE::DEV_01028,device
CUSTOMER::USER0074,ADDRESS::ADDR_01028,address
CUSTOMER::USER0074,PAYMENT::PAY_01028,payment
CUSTOMER::USER0074,IP::10.209.71.62,ip
CUSTOMER::USER0646,DEVICE::DEV_01029,device
CUSTOMER::USER0646,ADDRESS::ADDR_01029,address
CUSTOMER::USER0646,PAYMENT::PAY_01029,payment
CUSTOMER::USER0646,IP::10.87.92.47,ip
CUSTOMER::USER1590,DEVICE::DEV_01030,device
CUSTOMER::USER1590,ADDRESS::ADDR_01030,address
CUSTOMER::USER1590,PAYMENT::PAY_01030,payment
CUSTOMER::USER1590,IP::10.45.59.119,ip
CUSTOMER::USER0623,DEVICE::DEV_01031,device
CUSTOMER::USER0623,ADDRESS::ADDR_01031,address
CUSTOMER::USER0623,PAYMENT::PAY_01031,payment
CUSTOMER::USER0623,IP::10.88.100.183,ip
CUSTOMER::USER1514,DEVICE::DEV_01032,device
CUSTOMER::USER1514,ADDRESS::ADDR_01032,address
CUSTOMER::USER1514,PAYMENT::PAY_01032,payment
CUSTOMER::USER1514,IP::10.62.232.191,ip
CUSTOMER::USER1718,DEVICE::DEV_01033,device
CUSTOMER::USER1718,ADDRESS::ADDR_01033,address
CUSTOMER::USER1718,PAYMENT::PAY_01033,payment
CUSTOMER::USER1718,IP::10.45.80.47,ip
CUSTOMER::USER0402,DEVICE::DEV_01034,device
CUSTOMER::USER0402,ADDRESS::ADDR_01034,address
CUSTOMER::USER0402,PAYMENT::PAY_01034,payment
CUSTOMER::USER0402,IP::10.70.93.34,ip
CUSTOMER::USER1168,DEVICE::DEV_01035,device
CUSTOMER::USER1168,ADDRESS::ADDR_01035,address
CUSTOMER::USER1168,PAYMENT::PAY_01035,payment
CUSTOMER::USER1168,IP::10.4.112.179,ip
CUSTOMER::USER1974,DEVICE::DEV_01036,device
CUSTOMER::USER1974,ADDRESS::ADDR_01036,address
CUSTOMER::USER1974,PAYMENT::PAY_01036,payment
CUSTOMER::USER1974,IP::10.77.219.94,ip
CUSTOMER::USER0874,DEVICE::DEV_01037,device
CUSTOMER::USER0874,ADDRESS::ADDR_01037,address
CUSTOMER::USER0874,PAYMENT::PAY_01037,payment
CUSTOMER::USER0874,IP::10.229.60.137,ip
CUSTOMER::USER0277,DEVICE::DEV_01038,device
CUSTOMER::USER0277,ADDRESS::ADDR_01038,address
CUSTOMER::USER0277,PAYMENT::PAY_01038,payment
CUSTOMER::USER0277,IP::10.194.15.237,ip
CUSTOMER::USER0045,DEVICE::DEV_01039,device
CUSTOMER::USER0045,ADDRESS::ADDR_01039,address
CUSTOMER::USER0045,PAYMENT::PAY_01039,payment
CUSTOMER::USER0045,IP::10.93.127.160,ip
CUSTOMER::USER1344,DEVICE::DEV_01040,device
CUSTOMER::USER1344,ADDRESS::ADDR_01040,address
CUSTOMER::USER1344,PAYMENT::PAY_01040,payment
CUSTOMER::USER1344,IP::10.164.7.221,ip
CUSTOMER::USER0893,DEVICE::DEV_01041,device
CUSTOMER::USER0893,ADDRESS::ADDR_01041,address
CUSTOMER::USER0893,PAYMENT::PAY_01041,payment
CUSTOMER::USER0893,IP::10.159.254.120,ip
CUSTOMER::USER1857,DEVICE::DEV_01042,device
CUSTOMER::USER1857,ADDRESS::ADDR_01042,address
CUSTOMER::USER1857,PAYMENT::PAY_01042,payment
CUSTOMER::USER1857,IP::10.156.113.227,ip
CUSTOMER::USER0714,DEVICE::DEV_01043,device
CUSTOMER::USER0714,ADDRESS::ADDR_01043,address
CUSTOMER::USER0714,PAYMENT::PAY_01043,payment
CUSTOMER::USER0714,IP::10.212.231.129,ip
CUSTOMER::USER0365,DEVICE::DEV_01044,device
CUSTOMER::USER0365,ADDRESS::ADDR_01044,address
CUSTOMER::USER0365,PAYMENT::PAY_01044,payment
CUSTOMER::USER0365,IP::10.202.92.118,ip
CUSTOMER::USER0937,DEVICE::DEV_01045,device
CUSTOMER::USER0937,ADDRESS::ADDR_01045,address
CUSTOMER::USER0937,PAYMENT::PAY_01045,payment
CUSTOMER::USER0937,IP::10.194.21.181,ip
CUSTOMER::USER0104,DEVICE::DEV_01046,device
CUSTOMER::USER0104,ADDRESS::ADDR_01046,address
CUSTOMER::USER0104,PAYMENT::PAY_01046,payment
CUSTOMER::USER0104,IP::10.5.148.122,ip
CUSTOMER::USER0685,DEVICE::DEV_01047,device
CUSTOMER::USER0685,ADDRESS::ADDR_01047,address
CUSTOMER::USER0685,PAYMENT::PAY_01047,payment
CUSTOMER::USER0685,IP::10.120.126.125,ip
CUSTOMER::USER1624,DEVICE::DEV_01048,device
CUSTOMER::USER1624,ADDRESS::ADDR_01048,address
CUSTOMER::USER1624,PAYMENT::PAY_01048,payment
CUSTOMER::USER1624,IP::10.104.115.145,ip
CUSTOMER::USER1479,DEVICE::DEV_01049,device
CUSTOMER::USER1479,ADDRESS::ADDR_01049,address
CUSTOMER::USER1479,PAYMENT::PAY_01049,payment
CUSTOMER::USER1479,IP::10.194.141.164,ip
CUSTOMER::USER0930,DEVICE::DEV_01050,device
CUSTOMER::USER0930,ADDRESS::ADDR_01050,address
CUSTOMER::USER0930,PAYMENT::PAY_01050,payment
CUSTOMER::USER0930,IP::10.213.252.28,ip
CUSTOMER::USER0369,DEVICE::DEV_01051,device
CUSTOMER::USER0369,ADDRESS::ADDR_01051,address
CUSTOMER::USER0369,PAYMENT::PAY_01051,payment
CUSTOMER::USER0369,IP::10.182.58.50,ip
CUSTOMER::USER0374,DEVICE::DEV_01052,device
CUSTOMER::USER0374,ADDRESS::ADDR_01052,address
CUSTOMER::USER0374,PAYMENT::PAY_01052,payment
CUSTOMER::USER0374,IP::10.202.18.216,ip
CUSTOMER::USER1849,DEVICE::DEV_01053,device
CUSTOMER::USER1849,ADDRESS::ADDR_01053,address
CUSTOMER::USER1849,PAYMENT::PAY_01053,payment
CUSTOMER::USER1849,IP::10.196.253.170,ip
CUSTOMER::USER1975,DEVICE::DEV_01054,device
CUSTOMER::USER1975,ADDRESS::ADDR_01054,address
CUSTOMER::USER1975,PAYMENT::PAY_01054,payment
CUSTOMER::USER1975,IP::10.222.31.227,ip
CUSTOMER::USER0677,DEVICE::DEV_01055,device
CUSTOMER::USER0677,ADDRESS::ADDR_01055,address
CUSTOMER::USER0677,PAYMENT::PAY_01055,payment
CUSTOMER::USER0677,IP::10.41.80.33,ip
CUSTOMER::USER1968,DEVICE::DEV_01056,device
CUSTOMER::USER1968,ADDRESS::ADDR_01056,address
CUSTOMER::USER1968,PAYMENT::PAY_01056,payment
CUSTOMER::USER1968,IP::10.103.191.69,ip
CUSTOMER::USER1387,DEVICE::DEV_01057,device
CUSTOMER::USER1387,ADDRESS::ADDR_01057,address
CUSTOMER::USER1387,PAYMENT::PAY_01057,payment
CUSTOMER::USER1387,IP::10.209.155.160,ip
CUSTOMER::USER1892,DEVICE::DEV_01058,device
CUSTOMER::USER1892,ADDRESS::ADDR_01058,address
CUSTOMER::USER1892,PAYMENT::PAY_01058,payment
CUSTOMER::USER1892,IP::10.239.110.88,ip
CUSTOMER::USER0669,DEVICE::DEV_01059,device
CUSTOMER::USER0669,ADDRESS::ADDR_01059,address
CUSTOMER::USER0669,PAYMENT::PAY_01059,payment
CUSTOMER::USER0669,IP::10.253.142.157,ip
CUSTOMER::USER0059,DEVICE::DEV_01060,device
CUSTOMER::USER0059,ADDRESS::ADDR_01060,address
CUSTOMER::USER0059,PAYMENT::PAY_01060,payment
CUSTOMER::USER0059,IP::10.76.55.44,ip
CUSTOMER::USER0749,DEVICE::DEV_01061,device
CUSTOMER::USER0749,ADDRESS::ADDR_01061,address
CUSTOMER::USER0749,PAYMENT::PAY_01061,payment
CUSTOMER::USER0749,IP::10.57.50.190,ip
CUSTOMER::USER0761,DEVICE::DEV_01062,device
CUSTOMER::USER0761,ADDRESS::ADDR_01062,address
CUSTOMER::USER0761,PAYMENT::PAY_01062,payment
CUSTOMER::USER0761,IP::10.15.160.242,ip
CUSTOMER::USER0314,DEVICE::DEV_01063,device
CUSTOMER::USER0314,ADDRESS::ADDR_01063,address
CUSTOMER::USER0314,PAYMENT::PAY_01063,payment
CUSTOMER::USER0314,IP::10.195.103.16,ip
CUSTOMER::USER0148,ADDRESS::ADDR_01064,address
CUSTOMER::USER0148,IP::10.212.1.174,ip
CUSTOMER::USER1859,DEVICE::DEV_01065,device
CUSTOMER::USER1859,ADDRESS::ADDR_01065,address
CUSTOMER::USER1859,PAYMENT::PAY_01065,payment
CUSTOMER::USER1859,IP::10.171.49.188,ip
CUSTOMER::USER1731,DEVICE::DEV_01066,device
CUSTOMER::USER1731,ADDRESS::ADDR_01066,address
CUSTOMER::USER1731,PAYMENT::PAY_01066,payment
CUSTOMER::USER1731,IP::10.45.58.207,ip
CUSTOMER::USER1586,DEVICE::DEV_01067,device
CUSTOMER::USER1586,ADDRESS::ADDR_01067,address
CUSTOMER::USER1586,PAYMENT::PAY_01067,payment
CUSTOMER::USER1586,IP::10.249.68.235,ip
CUSTOMER::USER1334,DEVICE::DEV_01068,device
CUSTOMER::USER1334,ADDRESS::ADDR_01068,address
CUSTOMER::USER1334,PAYMENT::PAY_01068,payment
CUSTOMER::USER1334,IP::10.232.196.36,ip
CUSTOMER::USER1674,DEVICE::DEV_01069,device
CUSTOMER::USER1674,ADDRESS::ADDR_01069,address
CUSTOMER::USER1674,PAYMENT::PAY_01069,payment
CUSTOMER::USER1674,IP::10.77.173.254,ip
CUSTOMER::USER1933,DEVICE::DEV_01070,device
CUSTOMER::USER1933,ADDRESS::ADDR_01070,address
CUSTOMER::USER1933,PAYMENT::PAY_01070,payment
CUSTOMER::USER1933,IP::10.207.107.60,ip
CUSTOMER::USER1432,DEVICE::DEV_01071,device
CUSTOMER::USER1432,ADDRESS::ADDR_01071,address
CUSTOMER::USER1432,PAYMENT::PAY_01071,payment
CUSTOMER::USER1432,IP::10.244.71.87,ip
CUSTOMER::USER1774,DEVICE::DEV_01072,device
CUSTOMER::USER1774,ADDRESS::ADDR_01072,address
CUSTOMER::USER1774,PAYMENT::PAY_01072,payment
CUSTOMER::USER1774,IP::10.245.143.68,ip
CUSTOMER::USER0098,DEVICE::DEV_01073,device
CUSTOMER::USER0098,ADDRESS::ADDR_01073,address
CUSTOMER::USER0098,PAYMENT::PAY_01073,payment
CUSTOMER::USER0098,IP::10.2.110.251,ip
CUSTOMER::USER1115,DEVICE::DEV_01074,device
CUSTOMER::USER1115,ADDRESS::ADDR_01074,address
CUSTOMER::USER1115,PAYMENT::PAY_01074,payment
CUSTOMER::USER1115,IP::10.110.178.65,ip
CUSTOMER::USER1540,DEVICE::DEV_01075,device
CUSTOMER::USER1540,ADDRESS::ADDR_01075,address
CUSTOMER::USER1540,PAYMENT::PAY_01075,payment
CUSTOMER::USER1540,IP::10.198.198.155,ip
CUSTOMER::USER1331,DEVICE::DEV_01076,device
CUSTOMER::USER1331,ADDRESS::ADDR_01076,address
CUSTOMER::USER1331,PAYMENT::PAY_01076,payment
CUSTOMER::USER1331,IP::10.197.148.97,ip
CUSTOMER::USER0662,DEVICE::DEV_01077,device
CUSTOMER::USER0662,ADDRESS::ADDR_01077,address
CUSTOMER::USER0662,PAYMENT::PAY_01077,payment
CUSTOMER::USER0662,IP::10.188.213.214,ip
CUSTOMER::USER0339,DEVICE::DEV_01078,device
CUSTOMER::USER0339,ADDRESS::ADDR_01078,address
CUSTOMER::USER0339,PAYMENT::PAY_01078,payment
CUSTOMER::USER0339,IP::10.55.172.2,ip
CUSTOMER::USER0456,DEVICE::DEV_01079,device
CUSTOMER::USER0456,ADDRESS::ADDR_01079,address
CUSTOMER::USER0456,PAYMENT::PAY_01079,payment
CUSTOMER::USER0456,IP::10.146.146.93,ip
CUSTOMER::USER1345,DEVICE::DEV_01080,device
CUSTOMER::USER1345,ADDRESS::ADDR_01080,address
CUSTOMER::USER1345,PAYMENT::PAY_01080,payment
CUSTOMER::USER1345,IP::10.253.225.10,ip
CUSTOMER::USER1141,DEVICE::DEV_01081,device
CUSTOMER::USER1141,ADDRESS::ADDR_01081,address
CUSTOMER::USER1141,PAYMENT::PAY_01081,payment
CUSTOMER::USER1141,IP::10.54.53.228,ip
CUSTOMER::USER0012,DEVICE::DEV_01082,device
CUSTOMER::USER0012,ADDRESS::ADDR_01082,address
CUSTOMER::USER0012,PAYMENT::PAY_01082,payment
CUSTOMER::USER0012,IP::10.132.186.206,ip
CUSTOMER::USER1650,DEVICE::DEV_01083,device
CUSTOMER::USER1650,ADDRESS::ADDR_01083,address
CUSTOMER::USER1650,PAYMENT::PAY_01083,payment
CUSTOMER::USER1650,IP::10.195.23.36,ip
CUSTOMER::USER0022,DEVICE::DEV_01084,device
CUSTOMER::USER0022,ADDRESS::ADDR_01084,address
CUSTOMER::USER0022,PAYMENT::PAY_01084,payment
CUSTOMER::USER0022,IP::10.101.86.190,ip
CUSTOMER::USER0358,DEVICE::DEV_01085,device
CUSTOMER::USER0358,ADDRESS::ADDR_01085,address
CUSTOMER::USER0358,PAYMENT::PAY_01085,payment
CUSTOMER::USER0358,IP::10.40.95.61,ip
CUSTOMER::USER0865,DEVICE::DEV_01086,device
CUSTOMER::USER0865,ADDRESS::ADDR_01086,address
CUSTOMER::USER0865,PAYMENT::PAY_01086,payment
CUSTOMER::USER0865,IP::10.48.44.50,ip
CUSTOMER::USER1679,DEVICE::DEV_01087,device
CUSTOMER::USER1679,ADDRESS::ADDR_01087,address
CUSTOMER::USER1679,PAYMENT::PAY_01087,payment
CUSTOMER::USER1679,IP::10.144.105.111,ip
CUSTOMER::USER1476,DEVICE::DEV_01088,device
CUSTOMER::USER1476,ADDRESS::ADDR_01088,address
CUSTOMER::USER1476,PAYMENT::PAY_01088,payment
CUSTOMER::USER1476,IP::10.122.189.219,ip
CUSTOMER::USER0627,DEVICE::DEV_01089,device
CUSTOMER::USER0627,ADDRESS::ADDR_01089,address
CUSTOMER::USER0627,PAYMENT::PAY_01089,payment
CUSTOMER::USER0627,IP::10.134.164.188,ip
CUSTOMER::USER1448,DEVICE::DEV_01090,device
CUSTOMER::USER1448,ADDRESS::ADDR_01090,address
CUSTOMER::USER1448,PAYMENT::PAY_01090,payment
CUSTOMER::USER1448,IP::10.176.35.250,ip
CUSTOMER::USER1243,DEVICE::DEV_01091,device
CUSTOMER::USER1243,ADDRESS::ADDR_01091,address
CUSTOMER::USER1243,PAYMENT::PAY_01091,payment
CUSTOMER::USER1243,IP::10.42.105.166,ip
CUSTOMER::USER0443,DEVICE::DEV_01092,device
CUSTOMER::USER0443,ADDRESS::ADDR_01092,address
CUSTOMER::USER0443,PAYMENT::PAY_01092,payment
CUSTOMER::USER0443,IP::10.103.62.235,ip
CUSTOMER::USER1753,DEVICE::DEV_01093,device
CUSTOMER::USER1753,ADDRESS::ADDR_01093,address
CUSTOMER::USER1753,PAYMENT::PAY_01093,payment
CUSTOMER::USER1753,IP::10.19.63.253,ip
CUSTOMER::USER0818,DEVICE::DEV_01094,device
CUSTOMER::USER0818,ADDRESS::ADDR_01094,address
CUSTOMER::USER0818,PAYMENT::PAY_01094,payment
CUSTOMER::USER0818,IP::10.186.23.192,ip
CUSTOMER::USER1412,DEVICE::DEV_01095,device
CUSTOMER::USER1412,ADDRESS::ADDR_01095,address
CUSTOMER::USER1412,PAYMENT::PAY_01095,payment
CUSTOMER::USER1412,IP::10.247.25.106,ip
CUSTOMER::USER0771,DEVICE::DEV_01096,device
CUSTOMER::USER0771,ADDRESS::ADDR_01096,address
CUSTOMER::USER0771,PAYMENT::PAY_01096,payment
CUSTOMER::USER0771,IP::10.119.34.51,ip
CUSTOMER::USER0149,DEVICE::DEV_01097,device
CUSTOMER::USER0149,ADDRESS::ADDR_01097,address
CUSTOMER::USER0149,PAYMENT::PAY_01097,payment
CUSTOMER::USER0149,IP::10.45.48.103,ip
CUSTOMER::USER1723,DEVICE::DEV_01098,device
CUSTOMER::USER1723,ADDRESS::ADDR_01098,address
CUSTOMER::USER1723,PAYMENT::PAY_01098,payment
CUSTOMER::USER1723,IP::10.118.61.74,ip
CUSTOMER::USER0675,DEVICE::DEV_01099,device
CUSTOMER::USER0675,ADDRESS::ADDR_01099,address
CUSTOMER::USER0675,PAYMENT::PAY_01099,payment
CUSTOMER::USER0675,IP::10.49.203.54,ip
CUSTOMER::USER1671,DEVICE::DEV_01100,device
CUSTOMER::USER1671,ADDRESS::ADDR_01100,address
CUSTOMER::USER1671,PAYMENT::PAY_01100,payment
CUSTOMER::USER1671,IP::10.231.137.204,ip
CUSTOMER::USER1137,DEVICE::DEV_01101,device
CUSTOMER::USER1137,ADDRESS::ADDR_01101,address
CUSTOMER::USER1137,PAYMENT::PAY_01101,payment
CUSTOMER::USER1137,IP::10.162.68.153,ip
CUSTOMER::USER0908,DEVICE::DEV_01102,device
CUSTOMER::USER0908,ADDRESS::ADDR_01102,address
CUSTOMER::USER0908,PAYMENT::PAY_01102,payment
CUSTOMER::USER0908,IP::10.70.31.65,ip
CUSTOMER::USER0157,DEVICE::DEV_01103,device
CUSTOMER::USER0157,ADDRESS::ADDR_01103,address
CUSTOMER::USER0157,PAYMENT::PAY_01103,payment
CUSTOMER::USER0157,IP::10.71.35.6,ip
CUSTOMER::USER0537,DEVICE::DEV_01104,device
CUSTOMER::USER0537,ADDRESS::ADDR_01104,address
CUSTOMER::USER0537,PAYMENT::PAY_01104,payment
CUSTOMER::USER0537,IP::10.240.131.103,ip
CUSTOMER::USER1862,DEVICE::DEV_01105,device
CUSTOMER::USER1862,ADDRESS::ADDR_01105,address
CUSTOMER::USER1862,PAYMENT::PAY_01105,payment
CUSTOMER::USER1862,IP::10.237.58.103,ip
CUSTOMER::USER1840,DEVICE::DEV_01106,device
CUSTOMER::USER1840,ADDRESS::ADDR_01106,address
CUSTOMER::USER1840,PAYMENT::PAY_01106,payment
CUSTOMER::USER1840,IP::10.216.161.102,ip
CUSTOMER::USER0500,DEVICE::DEV_01107,device
CUSTOMER::USER0500,ADDRESS::ADDR_01107,address
CUSTOMER::USER0500,PAYMENT::PAY_01107,payment
CUSTOMER::USER0500,IP::10.65.9.22,ip
CUSTOMER::USER1608,DEVICE::DEV_01108,device
CUSTOMER::USER1608,ADDRESS::ADDR_01108,address
CUSTOMER::USER1608,PAYMENT::PAY_01108,payment
CUSTOMER::USER1608,IP::10.42.200.163,ip
CUSTOMER::USER1473,DEVICE::DEV_01109,device
CUSTOMER::USER1473,ADDRESS::ADDR_01109,address
CUSTOMER::USER1473,PAYMENT::PAY_01109,payment
CUSTOMER::USER1473,IP::10.111.199.41,ip
CUSTOMER::USER0282,DEVICE::DEV_01110,device
CUSTOMER::USER0282,ADDRESS::ADDR_01110,address
CUSTOMER::USER0282,PAYMENT::PAY_01110,payment
CUSTOMER::USER0282,IP::10.54.100.234,ip
CUSTOMER::USER0792,DEVICE::DEV_01111,device
CUSTOMER::USER0792,ADDRESS::ADDR_01111,address
CUSTOMER::USER0792,PAYMENT::PAY_01111,payment
CUSTOMER::USER0792,IP::10.157.217.64,ip
CUSTOMER::USER0335,DEVICE::DEV_01112,device
CUSTOMER::USER0335,ADDRESS::ADDR_01112,address
CUSTOMER::USER0335,PAYMENT::PAY_01112,payment
CUSTOMER::USER0335,IP::10.216.19.58,ip
CUSTOMER::USER0754,DEVICE::DEV_01113,device
CUSTOMER::USER0754,ADDRESS::ADDR_01113,address
CUSTOMER::USER0754,PAYMENT::PAY_01113,payment
CUSTOMER::USER0754,IP::10.133.13.218,ip
CUSTOMER::USER0837,DEVICE::DEV_01114,device
CUSTOMER::USER0837,ADDRESS::ADDR_01114,address
CUSTOMER::USER0837,PAYMENT::PAY_01114,payment
CUSTOMER::USER0837,IP::10.221.138.78,ip
CUSTOMER::USER1516,DEVICE::DEV_01115,device
CUSTOMER::USER1516,ADDRESS::ADDR_01115,address
CUSTOMER::USER1516,PAYMENT::PAY_01115,payment
CUSTOMER::USER1516,IP::10.26.158.137,ip
CUSTOMER::USER1613,DEVICE::DEV_01116,device
CUSTOMER::USER1613,ADDRESS::ADDR_01116,address
CUSTOMER::USER1613,PAYMENT::PAY_01116,payment
CUSTOMER::USER1613,IP::10.194.154.33,ip
CUSTOMER::USER1873,DEVICE::DEV_01117,device
CUSTOMER::USER1873,ADDRESS::ADDR_01117,address
CUSTOMER::USER1873,PAYMENT::PAY_01117,payment
CUSTOMER::USER1873,IP::10.31.199.41,ip
CUSTOMER::USER1219,DEVICE::DEV_01118,device
CUSTOMER::USER1219,ADDRESS::ADDR_01118,address
CUSTOMER::USER1219,PAYMENT::PAY_01118,payment
CUSTOMER::USER1219,IP::10.239.27.186,ip
CUSTOMER::USER0700,DEVICE::DEV_01119,device
CUSTOMER::USER0700,ADDRESS::ADDR_01119,address
CUSTOMER::USER0700,PAYMENT::PAY_01119,payment
CUSTOMER::USER0700,IP::10.248.113.15,ip
CUSTOMER::USER1699,DEVICE::DEV_01120,device
CUSTOMER::USER1699,ADDRESS::ADDR_01120,address
CUSTOMER::USER1699,PAYMENT::PAY_01120,payment
CUSTOMER::USER1699,IP::10.223.48.134,ip
CUSTOMER::USER0323,DEVICE::DEV_01121,device
CUSTOMER::USER0323,ADDRESS::ADDR_01121,address
CUSTOMER::USER0323,PAYMENT::PAY_01121,payment
CUSTOMER::USER0323,IP::10.251.190.12,ip
CUSTOMER::USER1174,DEVICE::DEV_01122,device
CUSTOMER::USER1174,ADDRESS::ADDR_01122,address
CUSTOMER::USER1174,PAYMENT::PAY_01122,payment
CUSTOMER::USER1174,IP::10.209.41.191,ip
CUSTOMER::USER0412,DEVICE::DEV_01123,device
CUSTOMER::USER0412,ADDRESS::ADDR_01123,address
CUSTOMER::USER0412,PAYMENT::PAY_01123,payment
CUSTOMER::USER0412,IP::10.158.74.108,ip
CUSTOMER::USER0808,DEVICE::DEV_01124,device
CUSTOMER::USER0808,ADDRESS::ADDR_01124,address
CUSTOMER::USER0808,PAYMENT::PAY_01124,payment
CUSTOMER::USER0808,IP::10.30.251.61,ip
CUSTOMER::USER0493,DEVICE::DEV_01125,device
CUSTOMER::USER0493,ADDRESS::ADDR_01125,address
CUSTOMER::USER0493,PAYMENT::PAY_01125,payment
CUSTOMER::USER0493,IP::10.79.128.171,ip
CUSTOMER::USER1237,DEVICE::DEV_01126,device
CUSTOMER::USER1237,ADDRESS::ADDR_01126,address
CUSTOMER::USER1237,PAYMENT::PAY_01126,payment
CUSTOMER::USER1237,IP::10.129.129.148,ip
CUSTOMER::USER0096,DEVICE::DEV_01127,device
CUSTOMER::USER0096,ADDRESS::ADDR_01127,address
CUSTOMER::USER0096,PAYMENT::PAY_01127,payment
CUSTOMER::USER0096,IP::10.218.101.212,ip
CUSTOMER::USER1950,DEVICE::DEV_01128,device
CUSTOMER::USER1950,ADDRESS::ADDR_01128,address
CUSTOMER::USER1950,PAYMENT::PAY_01128,payment
CUSTOMER::USER1950,IP::10.200.245.232,ip
CUSTOMER::USER1183,DEVICE::DEV_01129,device
CUSTOMER::USER1183,ADDRESS::ADDR_01129,address
CUSTOMER::USER1183,PAYMENT::PAY_01129,payment
CUSTOMER::USER1183,IP::10.203.63.197,ip
CUSTOMER::USER0815,DEVICE::DEV_01130,device
CUSTOMER::USER0815,ADDRESS::ADDR_01130,address
CUSTOMER::USER0815,PAYMENT::PAY_01130,payment
CUSTOMER::USER0815,IP::10.188.74.173,ip
CUSTOMER::USER0830,DEVICE::DEV_01131,device
CUSTOMER::USER0830,ADDRESS::ADDR_01131,address
CUSTOMER::USER0830,PAYMENT::PAY_01131,payment
CUSTOMER::USER0830,IP::10.65.133.203,ip
CUSTOMER::USER1571,DEVICE::DEV_01132,device
